MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
9787|se disputer, se quereller, argumenter, être en désaccord, s'opposer|VuI|||||
9788|(en général sous forme négative) nier (par ex. l'évidence)|VuI|||||
9789|porter sur son dos|VuT|||||
9790|être chargé de, assumer la responsabilité de|VuT|||||
9791|avoir (quelque chose) en arrière-plan, être devant (quelque chose)|VuT|||||
9792|être vaniteux, être présomptueux, avoir une haute opinion de soi-même|VuT|||||
9793|compenser, compléter, suppléer|VuT|||||
9794|croiser (quelqu'un), passer l'un à coté de l'autre|VuI|||||
9795|manquer une rencontre, se manquer|VuI|||||
9796|être en désaccord|VuI|||||
9797|être prêt, être préparé, être arrangé|VuI|||||
9798|être en ordre, être rangé, être bien ordonné, être bien proportionné, être harmonieux|VuI|||||
9799|être ajusté, être réglé, être raffiné (par ex. d'un visage)|VuI|||||
9800|être réglé (par ex. un traité, un contrat), être complété|VuI|||||
9801|devenir complet, être tous présents, être un ensemble complet, tout avoir à sa disposition|VuI|||||
9802|être égal, être uniforme|VuI|||||
9803|recueillir, assembler, rassembler, réunir|VuI|||||
9804|ramper|VuI|||||
9805|apparaître et combattre (un ennemi)|VuI|||||
9806|être indécis, ne pas savoir ce que l'on veut|VuI|||||
9807|élever (un animal), avoir (un animal)|VuT|||||
9808|manger|VuT|||||
9809|vivre, gagner sa vie, survivre|VuT|||||
9810|mordre, piquer (comme les insectes)|VuT|||||
9811|taquiner, tourmenter, narguer, railler, prendre à la légère, faire peu de cas de, se moquer de|VuT|||||
9812|empiéter sur, rogner sur, consommer|VuT|||||
9813|vaincre un supérieur, menacer une position|VuT|||||
9814|consommer du temps ou des ressources|VuT|||||
9815|recevoir quelque chose (en général un événement défavorable)|VuT|||||
9816|avoir des relations sexuelles avec une femme, en part. pour la première fois|VuT|||||
9817|errer, rôder, traîner|VuI|||||
9818|arracher, ravir, déposséder, voler, dérober|VuT|||||
9819|s'occuper (d'une personne), traiter, gérer, prendre soin de, divertir|VuT|||||
9820|faire face à (un problème), traiter, gérer|VuT|||||
9821|faire fonctionner (par ex. une machine), manoeuvrer, manipuler, travailler|VuT|||||
9822|traiter, négocier, vendre|VuT|||||
9823|couvrir (un sujet), traiter, discuter|VuT|||||
9824| traiter A comme B|VuT|||||
9825|servir d'intermédiaire (dans un conflit)|VuT|||||
9826|être trop pour une seule personne, trouver ingérable|VuT|||||
9827|bavarder, jaser, cancaner|VuT|||||
9828|accompagner, obéir, se conformer, suivre|VuI|||||
9829|jurer, prêter serment|VuT|||||
9830|coudre|VuT|||||
9831|se frayer un chemin (par ex. à travers une foule), se faufiler|VuT|||||
9832|blesser, endommager|VuT|||||
9833|échouer, commettre une bévue|VuT|||||
9834|s'équilibrer, s'harmoniser, se contrebalancer, être en harmonie, être en équilibre|VuI|||||
9835|s'assortir, convenir, aller bien ensemble|VuI|||||
9836|élever, cultiver, nourrir|VuT|||||
9837|accompagner, découler de, suivre|VuI|||||
9838|(pop) être collé (à quelqu'un), accompagner, suivre|VuI|||||
9839|être uni, se marier|VuI|||||
9840|respecter, se conformer à|VuI|||||
9841|éprouver de la nostalgie, manquer|VuT|||||
9842|être en compagnie de, tenir compagnie à, fréquenter (quelqu'un), sortir avec, frayer avec, bien s'entendre avec|VuI|||||
9843|aller avec, suivre l'exemple de quelqu'un, accompagner quelqu'un, faire des compromis|VuI|||||
9844|corriger, régler, réparer, raccommoder, ranger, repriser, retaper, stopper (couture)|VuT|||||
9845|manipuler, traiter|VuT|||||
9846|ressembler étroitement|VuI|||||
9847|rencontrer par hasard|VuI|||||
9848|accompagner, amener avec soi, s'impliquer dans|VuI|||||
9849|commencer a connaitre qqu'un, rencontrer|VuI|||||
9850|braver, défier, résister, rendre un coup, s'attaquer à, s'opposer à|VuI|||||
9851|être déconcerté, être perplexe|VuI|||||
9852|être contigu, avoisiner, se toucher|VuI|||||
9853|être suspendu dans les airs, dériver, flotter|VuI|||||
9854|s'assembler, se rencontrer|VuI|||||
9855|copier, imiter, prendre modèle sur, suivre|VuI|||||
9856|s'habiller, se déguiser, se parer de|VuT|||||
9857|faire semblant de, prétendre|VuT|||||
9858|collaborer, s'entraider|VuI|||||
9859|concourir, rivaliser|VuI|||||
9860|déployer (son énergie), exercer (son pouvoir, son talent)|VuT|||||
9861|se comporter, se conduire|VuT|||||
9862|divertir, régaler, offrir (un verre), faire du thé pour quelqu'un (lors de la cérémonie du thé)|VuT|||||
9863|entrer en contact avec, se frôler, se toucher|VuI|||||
9864|entourer|VuT|||||
9865|comploter, dire, parler, promettre, raconter, s'entretenir avec qqun|VuT|||||
9866|jeter un sort, maudire|VuT|||||
9867|placer devant l'épaule (un fusils), porter sur l'épaule, prendre sur soi (une faute)|VuT|||||
9868|être florissant, déborder de monde, prospérer|VuI|||||
9869|perdre de vue|VuT|||||
9870|faire une erreur de jugement, se méprendre sur|VuT|||||
9871|se charger des frais|VuT|||||
9872|apprendre, imiter|VuT|||||
9873|danser, flotter (vent), tournoyer, voltiger|VuI|||||
9874|nettoyer, évacuer, faire le vide|VuT|||||
9875|être ivre, s'enivrer, se griser|VuI|||||
9876|être concerné par, être désolé de, etre affligé de, s'inquiéter de, être malade, se tourmenter, souffrir de|VuI|||||
9877|honorer, respecter|VuT|||||
9878|prospérer, s'humidifier, se mouiller, tirer bénéfice, tirer parti|VuI|||||
9879|longer, suivre|VuI|||||
9880|accuser de, demander, douter de, questionner|VusT|||||
9881|être amoureux|VusT|||||
9882|être (pour les êtres animés), exister|VruiI|||||
9883|rester|VruiI|||||
9884|verbe indiquant une action ou un état qui dure (c.-à-d. être en train de..., avoir été en train de...)|VruiI|||||
9885|voir, regarder, observer|VruiT|||||
9886|réviser, contrôler, évaluer, examiner, juger, vérifier|VruiT|||||
9887|s'occuper de, garder un oeil sur, prendre soin de|VruiT|||||
9888|voir, regarder|VruiT|||||
9889|essayer, tenter, tester|VruiT|||||
9890|voir que..., constater que...|VruiT|||||
9891|aller, venir, appeler|VrugI|||||
9892|être battu, être vaincu, s'effondrer, s'écrouler, mourir|VrugI|||||
9893|être ennuyé, être embarrassé, être agacé, être contrarié, être interloqué|VrugI|||||
9894|être épris de, aimer à la folie|VrugI|||||
9895|visiter (un sanctuaire, une tombe)|VrugI|||||
9896|manger|VruiT|||||
9897|vivre avec (par ex. un salaire), vivre de (par ex. ses rentes), subsister grâce à|VruiT|||||
9898|arrêter, éteindre|VruiT|||||
9899|se garer, stationner|VruiT|||||
9900|empêcher, retenir (une toux, des larmes, son souffle), soulager (la douleur)|VruiT|||||
9901|empêcher (quelqu'un de faire quelque chose), faire cesser, dissuader, interdire, prohiber|VruiT|||||
9902|remarquer, être au courant de, se concentrer sur, prêter attention à, se rappeler de, retenir, se souvenir de, garder à l'esprit|VruiT|||||
9903|détenir, retenir, maintenir en détention|VruiT|||||
9904|donner, faire pour quelqu'un, recevoir de|VruiT|||||
9905|élever, augmenter, dresser, hisser|VruiT|||||
9906|arranger (ses cheveux)|VruiT|||||
9907|produire (un son fort), élever (la voix)|VruiT|||||
9908|gagner (quelque chose de souhaitable), remporter, obtenir|VruiT|||||
9909|louer (faire l'éloge), vanter|VruiT|||||
9910|donner (un exemple, etc.), citer|VruiT|||||
9911|rassembler (toute son énergie, etc.)|VruiT|||||
9912|arrêter (quelqu'un)|VruiT|||||
9913|nommer, désigner|VruiT|||||
9914|donner, offrir|VruiT|||||
9915|faire une offrande (de l'encens, une prière, etc.) aux dieux (ou au Bouddha, etc.)|VruiT|||||
9916|donner naissance (à un enfant)|VruiT|||||
9917|faire voler (un cerf-volant, etc.), tirer (un feu d'artifice, etc.), faire émerger (un sous-marin, etc.)|VruiT|||||
9918|mener (une cérémonie, particulièrement un mariage)|VruiT|||||
9919|monter (pour la marée)|VruiT|||||
9920|vomir|VruiT|||||
9921|faire (au nom de quelqu'un d'autre)|VruiT|||||
9922|achever..., terminer...|VruiT|||||
9923|faire avec humilité...|VruiT|||||
9924|accoster|VruiT|||||
9925|frire|VruiT|||||
9926|faire visiter (une pièce, etc.)|VruiT|||||
9927|convoquer (pour les geishas, etc.)|VruiT|||||
9928|congédier, renvoyer quelqu'un|VruiT|||||
9929|inscrire (son enfant à l'école), enrôler|VruiT|||||
9930|augmenter (le prix, la qualité, le statut, etc.), développer (un talent, une compétence), améliorer|VruiT|||||
9931|se lever, augmenter, monter, flamber|VruiI|||||
9932|se réveiller, être éveillé, rester éveillé|VruiI|||||
9933|avoir lieu (en général pour des événements défavorables), se passer, arriver, se produire, survenir|VruiI|||||
9934|enfler (inflammation), gonfler|VruiI|||||
9935|penser, sentir, considérer, savoir, etc.|VruiT|||||
9936|vouloir, souhaiter|VruiT|||||
9937|demander, solliciter, exiger, réclamer|VruiT|||||
9938|chercher, rechercher|VruiT|||||
9939|acquérir, acheter|VruiT|||||
9940|porter (en japonais moderne, en dessous des épaules), être habillé de, s'habiller, enfiler, mettre (ses habits)|VruiT|||||
9941|porter (une culpabilité, etc.)|VruiT|||||
9942|tomber (par ex. pour des fleurs ou des feuilles)|VruiI|||||
9943|se disperser, s'éparpiller|VruiI|||||
9944|disparaître, se dissoudre|VruiI|||||
9945|s'étendre, se répandre, se diffuser, s'étaler|VruiI|||||
9946|mourir d'une mort noble|VruiI|||||
9947|partir, sortir, s'en aller, quitter|VruiI|||||
9948|partir (en voyage), sortir, s'en aller, quitter, démarrer, établir|VruiI|||||
9949|déborder de, dépasser de|VruiI|||||
9950|éclater, survenir, débuter, commencer, provenir|VruiI|||||
9951|être produit|VruiI|||||
9952|venir de, résulter de, dériver de|VruiI|||||
9953|être donné, obtenir, recevoir, être offert, être fourni, être présenté, être soumis, être remis, être rendu, être payé|VruiI|||||
9954|répondre (à la porte, au téléphone, etc.)|VruiI|||||
9955|adopter (une attitude), agir, se comporter|VruiI|||||
9956|prendre (de la vitesse, etc.), gagner, acquérir|VruiI|||||
9957|couler (par ex. des larmes), s'écouler, saigner|VruiI|||||
9958|obtenir un diplôme|VruiI|||||
9959|avancer|VruiI|||||
9960|venir à, accéder à, conduire à, mener à, atteindre|VruiI|||||
9961|apparaître, sortir, émerger, jaillir, émaner, s'échapper, faire surface, sortir, être trouvé, être détecté, être découvert, être exposé, être montré, être présenté|VruiI|||||
9962|paraître (sur papier), être publié, être annoncé, être émis, être inscrit, sortir|VruiI|||||
9963|assister, participer, prendre part, se présenter à (un événement), jouer dans, passer (par ex. à la télévision)|VruiI|||||
9964|être déclaré, être exprimé, être posé, être relevé, être soulevé|VruiI|||||
9965|vendre|VruiI|||||
9966|excéder, dépasser|VruiI|||||
9967|s'allonger, se coucher|VruiI|||||
9968|aller au lit, rester au lit, rester alité|VruiI|||||
9969|dormir (couché)|VruiI|||||
9970|coucher (avec quelqu'un, c.-à-d. avoir des rapports sexuels)|VruiI|||||
9971|se reposer allongé |VruiI|||||
9972|mettre à flot, lancer|VruiI|||||
9973|montrer sur son visage (un sourire, de la tristesse, etc.)|VruiI|||||
9974|se souvenir, se rappeler, imaginer, penser à|VruiI|||||
9975|fermer|VruiT|||||
9976|chauffer|VruiT|||||
9977|jeter, se débarrasser de, écarter, mettre au rancart|VruiT|||||
9978|abandonner, déserter, partir|VruiT|||||
9979|abandonner, démissionner, renoncer à|VruiT|||||
9980|être né|VruiI|||||
9981|oublier, laisser négligemment, être oublieux de|VruiT|||||
9982|se fatiguer, se lasser|VruiI|||||
9983|être usé (par ex. des objets beaucoup utilisés)|VruiI|||||
9984|être affamé|VruiI|||||
9985|mettre (à l’intérieur), laisser entrer, rentrer, prendre (à l’intérieur), introduire, apporter, insérer, intercaler, mettre (un bijou, etc.), encrer (par ex. un tatouage)|VruiT|||||
9986|admettre (un nouveau membre), accepter, embaucher, engager|VruiT|||||
9987|accepter, se conformer, accorder, adopter (une politique, etc.), prendre (conseil, etc.), écouter, faire attention à|VruiT|||||
9988|comprendre, inclure|VruiT|||||
9989|payer (son loyer, etc.)|VruiT|||||
9990|mettre dans l'urne (un bulletin de vote)|VruiT|||||
9991|préparer (du thé, du café, etc.)|VruiT|||||
9992|actionner (un interrupteur, etc.), allumer, mettre en marche|VruiT|||||
9993|envoyer (un fax), appeler|VruiT|||||
9994|partir (par ex. en excursion ou pour une sortie), sortir, s'en aller, quitter, démarrer, établir|VruiI|||||
9995|être sur le point de partir, venir de sortir|VruiI|||||
9996|ouvrir (une porte, etc.), déballer (par ex. un paquet, un cadeau), déverrouiller|VruiT|||||
9997|ouvrir (pour un commerce, etc.)|VruiT|||||
9998|vider, enlever, supprimer, faire de la place, libérer de l'espace|VruiT|||||
9999|vider, dégager, éliminer|VruiT|||||
10000|s'absenter (par ex. de sa maison), quitter (temporairement)|VruiT|||||
10001|devenir clair, se lever (aube)|VruiT|||||
10002|finir (d'une période ou d'une saison)|VruiT|||||
10003|commencer (de la nouvelle année)|VruiT|||||
10004|laisser (son emploi du temps) ouvert, trouver du temps (pour)|VruiT|||||
10005|faire (un trou), agrandir (un trou)|VruiT|||||
10006|attacher, joindre, ajouter, apposer, coller, fixer, attacher, coudre sur, appliquer (une pommade)|VruiT|||||
10007|meubler (une maison avec)|VruiT|||||
10008|garder (un oeil sur) |VruiT|||||
10009|établir (des relations ou une compréhension mutuelle)|VruiT|||||
10010|allumer (la lumière)|VruiT|||||
10011|produire des fleurs, produire des fruits|VruiT|||||
10012|porter, mettre|VruiT|||||
10013|tenir un journal, effectuer une saisie|VruiT|||||
10014|évaluer, fixer (un prix), établir (un prix)|VruiT|||||
10015|attribuer, assigner, affecter, budgéter, budgétiser|VruiT|||||
10016|amener à côté, rallier|VruiT|||||
10017|placer (sous garde ou sous supervision d'un médecin)|VruiT|||||
10018|suivre, prendre en filature|VruiT|||||
10019|charger, donner (du courage pour)|VruiT|||||
10020|allumer (la lumière, le gaz, etc.), mettre en marche, éclairer|VruiT|||||
10021|être visible, être vu|VruiI|||||
10022|sembler, apparaitre, paraitre, avoir l'air|VruiI|||||
10023|venir|VruiI|||||
10024|mémoriser, garder en mémoire, garder à l'esprit, apprendre par coeur, se souvenir, se rappeler|VruiT|||||
10025|apprendre, acquérir (savoir, connaissance)|VruiT|||||
10026|sentir|VruiT|||||
10027|penser, considérer|VruiT|||||
10028|disparaître, s'éteindre, s'évanouir, s'effacer|VruiI|||||
10029|planter, faire pousser, cultiver|VruiT|||||
10030|insérer, greffer, implanter, définir (un type)|VruiT|||||
10031|inoculer (par ex. un agent infectieux)|VruiT|||||
10032|inculquer (une idée, une valeur, etc.)|VruiT|||||
10033|communiquer, enseigner, propager, rendre compte de, transmettre|VruiT|||||
10034|faire une erreur, commettre une erreur (par ex. dans un calcul) |VruiI|||||
10035|se méprendre, se tromper, confondre, prendre quelque chose pour quelque chose d'autre|VruiI|||||
10036|tomber par terre, s'écrouler, s'effondrer, dégringoler, tomber (par ex. la pluie), se coucher (par ex. le soleil ou la lune), tomber sur (par ex. la lumière ou son regard), être utilisé dans un certain endroit (par ex. l'argent)|VruiI|||||
10037|manquer, être omis|VruiI|||||
10038|céder, abandonner, confesser, avouer|VruiI|||||
10039|tomber, être vaincu, se rendre|VruiI|||||
10040|en venir (en fin de compte), prendre fin|VruiI|||||
10041|tomber (amoureux, de sommeil, etc.)|VruiI|||||
10042|tomber (judo)|VruiI|||||
10043|consentir, comprendre|VruiI|||||
10044|s'écraser, geler|VruiI|||||
10045|mourir|VruiI|||||
10046|se déplacer vers les profondeurs|VruiI|||||
10047|diminuer, baisser, sombrer|VruiI|||||
10048|échouer (par ex. un examen), perdre (un concours, une élection, etc.)|VruiI|||||
10049|s'effondrer, dégénérer, se dégrader, décrocher|VruiI|||||
10050|devenir indécent (d'une conversation)|VruiI|||||
10051|être ruiné, couler|VruiI|||||
10052|s'estomper, se ternir, déteindre, passer, se faner, se détacher, disparaître (par ex. une tache), s'enlever (par ex. du maquillage), partir (par ex. une maladie, une esprit possédant), être retiré (par ex. un nom sur une liste)|VruiI|||||
10053|tomber (dans les mains de quelqu'un), devenir la possession de quelqu'un|VruiI|||||
10054|tomber (dans un piège), se faire avoir (par une ruse)|VruiI|||||
10055|emprunter, avoir un prêt|VruiT|||||
10056|louer, prendre en location|VruiT|||||
10057|accrocher (par ex. un tableau), hisser (par ex. une voile), lever (par ex. un drapeau)|VruiT|||||
10058|s'asseoir|VruiT|||||
10059|allumer (un moteur, etc.), régler (un cadran, un réveil, etc.)|VruiT|||||
10060|jeter (un sort, le discrédit, etc.) à (ou sur) quelqu'un, placer quelqu'un sous un effet (anesthésie, etc.)|VruiT|||||
10061|ressentir une émotion (pitié, espoir, etc.)|VruiT|||||
10062|lier|VruiT|||||
10063|verser (éclabousser, vaporiser, etc.) sur|VruiT|||||
10064|débattre (dans un tribunal), délibérer (dans une réunion), présenter (par ex. des idées lors d'une conférence)|VruiT|||||
10065|augmenter encore|VruiT|||||
10066|prendre (au piège, etc.)|VruiT|||||
10067|mettre au-dessus|VruiT|||||
10068|ériger (une construction de fortune)|VruiT|||||
10069|coûter (du temps, de l'argent, etc.), dépenser (du temps, de l'argent, etc.)|VruiT|||||
10070|monter (un spectacle, un festival, etc.), mettre en scène|VruiT|||||
10071|jouer, miser, parier, risquer|VruiT|||||
10072|être en cours de, commencer (sans être encore terminé), être sur le point de|VruiT|||||
10073|indique que (le verbe) est dirigé vers (quelqu'un)|VruiT|||||
10074|passer (un coup de fil)|VruiT|||||
10075|multiplier|VruiT|||||
10076|sécuriser, verrouiller (par exemple une serrure)|VruiT|||||
10077|porter (des lunettes, etc.)|VruiT|||||
10078|couvrir|VruiT|||||
10079|ennuyer quelqu'un|VruiT|||||
10080|faire une demande (pour une assurance)|VruiT|||||
10081|demander, interroger, s'informer|VruiT|||||
10082|montrer, afficher|VruiT|||||
10083|fuir, s'enfuir|VruiI|||||
10084|accorder, allouer, attribuer, enseigner|VruiT|||||
10085|être cassé, être brisé, se casser, se briser|VruiI|||||
10086|échouer, n'aboutir à rien|VruiI|||||
10087|commencer, démarrer, débuter, engager, amorcer, se mettre à, initier, lancer, donner naissance à|VruiT|||||
10088|ouvrir (par ex. un magasin), entreprendre, créer (une entreprise, etc.)|VruiT|||||
10089|commencer..., démarrer..., débuter...|VruiT|||||
10090|examiner, enquêter, vérifier, détecter, étudier, consulter, demander, se renseigner, chercher|VruiT|||||
10091|lancer sur soi-même (par ex. de l'eau), prendre (par exe. une douche), se dorer (par ex. au soleil), se baigner dans, être inondé de (par ex. lumière), être couvert de|VruiT|||||
10092|répondre, répliquer|VruiT|||||
10093|croire à, faire confiance à, avoir confiance en, se fier à, avoir foi en|VruiT|||||
10094|penser, réfléchir, considérer|VruiT|||||
10095|méditer, tenter de parvenir à une conclusion, réfléchir à (quelque chose)|VruiT|||||
10096|avoir l'intention de, décider (de faire), planifier, prévoir|VruiT|||||
10097|parvenir à, mettre au point, deviser, concevoir, élaborer|VruiT|||||
10098|prévoir, prédire, anticiper, s'attendre à|VruiT|||||
10099|soupçonner, douter|VruiT|||||
10100|considérer (quelqu'un comme), porter un regard sur|VruiT|||||
10101|être impatient, être pressé|VruiI|||||
10102|collecter, réunir, rassembler|VruiT|||||
10103|devenir confus (déconcerté, désorganisé), être troublé, être agité, paniquer|VruiI|||||
10104|être pressé, se précipiter|VruiI|||||
10105|être en position de faire, être en mesure de, être capable de faire, pouvoir|VruiI|||||
10106|être prêt, être achevé|VruiI|||||
10107|être fait, être construit|VruiI|||||
10108|être bon à, être autorisé (à faire)|VruiI|||||
10109|devenir intime, se prendre d'amitié (pour quelqu'un)|VruiI|||||
10110|grandir, être élevé|VruiI|||||
10111|tomber enceinte|VruiI|||||
10112|obtenir, recevoir, recueillir, gagner, acquérir, se procurer, atteindre, sécuriser, remporter|VruiT|||||
10113|comprendre, appréhender, saisir (par ex. un concept)|VruiT|||||
10114|recevoir quelque chose d'indésirable (par ex. une punition), tomber (malade)|VruiT|||||
10115|être capable de..., pouvoir...|VruiT|||||
10116|augmenter, se multiplier|VruiI|||||
10117|grandir (veillir)|VruiI|||||
10118|avancer, s'écouler, se faire tard|VruiI|||||
10119|toucher, sentir|VruiT|||||
10120|faire l'expérience de, entrer en contact avec, être ému (par), percevoir|VruiT|||||
10121|aborder un sujet, faire allusion à|VruiT|||||
10122|être en conflit (avec), violer (la loi, le droit d'auteur, etc.)|VruiT|||||
10123|proclamer|VruiT|||||
10124|mettre quelque chose sens dessus dessous, retourner|VruiI|||||
10125|cacher, tendre (embuscade), poser (tuyaux)|VruiI|||||
10126|s'éclaircir, se dissiper, se dégager, s'éclairer, être ensoleillé, arrêter de pleuvoir|VruiI|||||
10127|ressourcer (par ex. son esprit)|VruiI|||||
10128|être lavé (par ex. de tout soupçon)|VruiI|||||
10129|être chassé, être banni|VruiI|||||
10130|être déconnecté, être sorti, ne plus être en place|VruiI|||||
10131|faire l'expérience de, passer, s'écouler|VruiI|||||
10132|prendre en charge, prendre en main, accepter, se charger de, s'occuper de, entreprendre, endosser, assumer la responsabilité de|VruiT|||||
10133|prendre la relève, hériter|VruiT|||||
10134|garantir, se porter garant pour|VruiT|||||
10135|contracter (une maladie)|VruiT|||||
10136|abaisser|VruiT|||||
10137|diffuser, répandre, propager, populariser, disséminer|VruiT|||||
10138|élargir, étendre, prolonger, agrandir|VruiT|||||
10139|se défaire, se dénouer|VruiI|||||
10140|être amoureux, être charmé par, tomber amoureux|VruiT|||||
10141|être détruit, être ruiné, périr, s'effondrer|VruiI|||||
10142|dire (de faire), commander, charger de, diriger|VruiT|||||
10143|raconter, rapporter à (quelqu'un)|VruiT|||||
10144|dire souvent|VruiT|||||
10145|taquiner, embêter, tourmenter, persécuter|VruiT|||||
10146|exister, vivre|VruiI|||||
10147|gagner sa vie, subsister|VruiI|||||
10148|être en vigueur, être utilisé, fonctionner, servir|VruiI|||||
10149|prendre vie, être animé|VruiI|||||
10150|être sauf (au baseball, etc.), vivre (au jeu de go, etc.)|VruiI|||||
10151|donner un avertissement, donner un conseil|VruiT|||||
10152|abattre, tirer|VruiT|||||
10153|couler le métal, frapper le métal|VruiT|||||
10154|changer, modifier, altérer, transformer, convertir, faire varier|VruiT|||||
10155|réformer, réviser, modifier, amender|VruiT|||||
10156|échanger, interchanger|VruiT|||||
10157|remplacer, substituer|VruiT|||||
10158|tenir ou porter dans ses bras|VruiT|||||
10159|avoir (en part. des problèmes, des dettes, etc.)|VruiT|||||
10160|employer, engager, embaucher|VruiT|||||
10161|faire paraître, insérer (annonce), publier|VruiT|||||
10162|hisser (un drapeau)|VruiT|||||
10163|être ébréché, être endommagé, être cassé, être brisé|VruiI|||||
10164|être manquant, être absent, faire défaut|VruiI|||||
10165|être insuffisant, être à court de, être défectueux, fait preuve de négligence envers|VruiI|||||
10166|(la lune) décroit, s'éclipser|VruiI|||||
10167|courir, galoper|VruiI|||||
10168|jouer, miser, parier, risquer|VruiT|||||
10169|se cacher, être caché, se dissimuler, disparaître|VruiI|||||
10170|édifier, ériger, établir, instituer, mettre en place, prendre position|VruiT|||||
10171|éprouver, percevoir, ressentir|VruiT|||||
10172|se faner, se flétrir, dépérir, mourir|VruiI|||||
10173|murir (de sa personnalité, ses capacités, etc.)|VruiI|||||
10174|empiler, entasser, accumuler, mettre quelque chose au-dessus d'une autre|VruiT|||||
10175|répéter beaucoup de fois, passer par quelque chose à plusieurs reprises|VruiT|||||
10176|consolider, durcir, fortifier|VruiT|||||
10177|régler (un problème), effacer (un différend)|VruiT|||||
10178|finir, se terminer, mettre fin à|VruiT|||||
10179|marier (par ex. sa fille)|VruiT|||||
10180|éliminer quelqu'un|VruiT|||||
10181|compter, énumérer|VruiT|||||
10182|changer de vêtements, se changer, se rhabiller|VruiT|||||
10183|être audible, être entendu|VruiI|||||
10184|on dit que..., être réputé, être connu|VruiI|||||
10185|décider, choisir, déterminer, résoudre, régler, organiser, arranger, nommer, fixer|VruiT|||||
10186|décrocher (une victoire), faire basculer (le résultat d'un match)|VruiT|||||
10187|persister à faire, aller jusqu'au bout|VruiT|||||
10188|toujours faire, avoir pour habitude de|VruiT|||||
10189|considérer comme acquis, présumer|VruiT|||||
10190|bien s'habiller, se mettre sur son 31, s'habiller à quatre épingles|VruiT|||||
10191|réussir (un mouvement dans le sport, une figure de danse, etc.), mener à bien|VruiT|||||
10192|immobiliser par une clé de bras (au sumo, judo, etc.)|VruiT|||||
10193|manger ou boire quelque chose, prendre des drogues illégales|VruiT|||||
10194|défendre, interdire|VruiT|||||
10195|casser, être coupé, se séparer, craquer, se fendre|VruiI|||||
10196|être blessé|VruiI|||||
10197|être à court de, descendre en dessous (d'un certain chiffre), battre (par ex. un record)|VruiI|||||
10198|se sécher|VruiI|||||
10199|courber, dévier, virer (de bord)|VruiI|||||
10200|mélanger (les cartes)|VruiI|||||
10201|se mettre en colère, craquer, exploser de rage, perdre son sang-froid, devenir dingue|VruiI|||||
10202|pouvoir faire complètement|VruiI|||||
10203|s'user, être usé|VruiI|||||
10204|expirer (pour un délai, etc.), s'épuiser, échoir|VruiI|||||
10205|être en rupture (de stock, etc.), être épuisé, être à guichet fermé, ne plus avoir de|VruiI|||||
10206|regarder à travers, devenir visible (alors que ce n'est pas le cas normalement)|VruiI|||||
10207|s'échapper (pour un sourire, des larmes, etc.)|VruiI|||||
10208|excéder, dépasser|VruiI|||||
10209|brûler, roussir|VruiI|||||
10210|s'asseoir|VruiI|||||
10211|fabriquer, faire|VruiT|||||
10212|comparer, faire une comparaison|VruiT|||||
10213|concurrencer, rivaliser|VruiT|||||
10214|faire souffrir, harceler, torturer, tourmenter|VruiT|||||
10215|comploter, projeter de, se proposer de, tenter de|VruiT|||||
10216|ajouter, additionner, accumuler, résumer, joindre, annexer|VruiT|||||
10217|accroître, augmenter, prendre (par ex. de la vitesse), reprendre|VruiT|||||
10218|inclure, compter dans, laisser rejoindre|VruiT|||||
10219|infliger (des dommages), traiter, donner|VruiT|||||
10220|s'abimer, s'effondrer|VruiI|||||
10221|perdre sa forme, devenir désorganisé, devenir désordonné|VruiI|||||
10222|se décomposer, sombrer dans le chaos, se retrouver en plein désarroi, s'en trouver bouleversé|VruiI|||||
10223|subir un krach (pour un marché financier), s'affaisser, s'écrouler, s'effondrer|VruiI|||||
10224|faire de la petite monnaie|VruiI|||||
10225|mal tourner (par ex. pour la météo), changer pour le pire, se détériorer|VruiI|||||
10226|plier, courber, recourber, fléchir, ployer, arquer|VruiT|||||
10227|pencher, basculer, incliner|VruiT|||||
10228|déformer (la vérité), dénaturer, travestir, pervertir|VruiT|||||
10229|céder (sur un point), déroger (à un principe), ignorer (ce qu'on pense vraiment)|VruiT|||||
10230|mettre en gage|VruiT|||||
10231|brasser, mélanger, remuer, mixer|VruiT|||||
10232|reconnaître, observer, remarquer, constater|VruiT|||||
10233|considérer, juger, évaluer|VruiT|||||
10234|approuver, juger acceptable, autoriser|VruiT|||||
10235|admettre, reconnaitre, accepter, avouer|VruiT|||||
10236|regarder régulièrement, observer attentivement|VruiT|||||
10237|apprécier, reconnaître|VruiT|||||
10238|profiter de, tirer un profit de, bénéficier de, gagner (de l'argent), obtenir, se procurer|VruiT|||||
10239|avoir (porter, engendrer) un enfant|VruiT|||||
10240|avoir un coup de chance, avoir de la veine|VruiT|||||
10241|(vi)filtrer, fuir, pénétrer, percer, s'échapper, se révéler, traverser|VruiI|||||
10242|être aimé, être populaire|VruiI|||||
10243|aller à la rencontre de|VruiT|||||
10244|recevoir, accueillir, saluer, accéder, approcher, entrer (dans une phase, une ère, etc.)|VruiT|||||
10245|accepter (par ex. en tant que membre d'un groupe ou d'une famille)|VruiT|||||
10246|appeler (quelqu'un), inviter, convoquer|VruiT|||||
10247|approcher (un certain moment, un moment dans sa vie, etc.)|VruiT|||||
10248|contempler, fixer, regarder, voir|VruiT|||||
10249|couler, ruisseler, s'écouler|VruiI|||||
