MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
18456|cortar, limitar, suprimir, abstenerse|VtsuT|||||
18457|eregirse, construirse|VtsuI|||||
18458|levantar, iniciar acción (política)|VtsuI|||||
18459|tener una erección|VtsuI|||||
18460|atacar, derrotar, destruir, disparar|VtsuT|||||
18461|atacar, derrotar, destruir, vengar|VtsuT|||||
18462|consistir, concretarse, consolidarse|VtsuI|||||
18463|vencer, derrotar, superar, sobreponerse|VtsuT|||||
18464|mantener (guardar, preservar)|VtsuT|||||
18465|ser útil, servir|VtsuI|||||
18466|empezar un viaje|VtsuI|||||
18467|destacar, predominar|VtsuI|||||
18468|golpear|VtsuT|||||
18469|encargarse, estar a cargo de|VtsuT|||||
18470|liberar, soltar, pegar fuego a|VtsuT|||||
18471|dividir, separar, distinguir|VtsuT|||||
18472|recibir, aceptar|VuT|||||
18473|lograr que alguien haga algo (seguido de un verbo con forma "te")|VuT|||||
18474|decir, contar, decir|VuT|||||
18475|se refiere a .., se llama ..|VuT|||||
18476|decir|VuT|||||
18477|se refiera a .., se llama ..|VuT|||||
18478|visitar, pedir, oír, escuchar, preguntar, ser contado|VuT|||||
18479|implorar (a un dios en el oráculo), buscar la dirección (de tu superior)|VuT|||||
18480|hablar a (un público en el teatro, etc)|VuT|||||
18481|comprar|VuT|||||
18482|pensar, sentir, creer, pensar, sentir|VuT|||||
18483|pagar|VuI|||||
18484|cepillar, limpiar|VuI|||||
18485|conocerse, encontrarse con|VuI|||||
18486|tener un accidente, tener una mala experiencia, encontrar, enfrentar, afrontar, encontrarse, conocerse|VuI|||||
18487|colocar, satisfacer, quedar bien, corresponder, tener razón, ser beneficioso|VuT|||||
18488|discrepar, diferir, disentir (con), ser diferente de, estar equivocado|VuI|||||
18489|despachar, enviar, donar, usar, manipular, emplear, necesitar, querer, gastar, consumir, hablar (inglés), practicar (esgrima), tomar (almuerzo propio), circular (dinero sucio)|VuT|||||
18490|fumar, aspirar, inhalar|VuT|||||
18491|chupar, sorber|VuT|||||
18492|absorber, embeber|VuT|||||
18493|besar|VuT|||||
18494|aprender|VuT|||||
18495|invitar|VuT|||||
18496|tentar, atraer, inducir|VuT|||||
18497|finalizar, terminar, hacer algo completamente, ponerle fin a, cerrar, acabar, guardar|VuT|||||
18498|visitar a un enfermo, caer encima|VuT|||||
18499|extraviarse, perderse, dudar, vacilar|VuI|||||
18500|reunir, juntar, encontrar, coger, recoger|VuI|||||
18501|trenzar, peinarse|VuT|||||
18502|felicitar, congratular, celebrar|VuT|||||
18503|proteger, encubrir, defender, solapar|VuT|||||
18504|importar, tener interés|VuT|||||
18505|cumplirse, realizarse|VuI|||||
18506|discrepar, estar en desacuerdo|VuI|||||
18507|cometer un error, ser incorrecto, estar equivocado|VuI|||||
18508|encarar, ir hacia|VuI|||||
18509|pelear, batallar, combatir, luchar, trabar en combate|VuI|||||
18510|ayudar, asistir, tomar parte en|VuT|||||
18511|cantar|VuT|||||
18512|perder (cosa), deshacerse de|VuT|||||
18513|dudar, desconfiar, sospechar de|VuT|||||
18514|exaltar, aclamar, reconocer|VuI|||||
18515|reír, sonreír, flojear, debilitarse, quedarse sin fuerzas en, fallar las fuerzas en, burlarse de, mofarse de, reírse malintencionadamente de, reír, sonreír|VuI|||||
18516|transportar, conmutar, ir diariamente al lugar donde uno trabaja, asistir (escuela, iglesia, etc)|VuI|||||
18517|atacar, acometer, ir tras|VuT|||||
18518|perseguir, ir detrás de|VuT|||||
18519|apuntar a|VuT|||||
18520|emplear, contratar|VuT|||||
18521|emborracharse|VuI|||||
18522|enloquecer|VuI|||||
18523|perder el control|VuI|||||
18524|coger, recoger, aparar, sacar agua, entorpecer, sabotear|VuT|||||
18525|limpiar con un trapo|VuT|||||
18526|compensar, reparar, indemnizar|VuT|||||
18527|desaprobar, calumniar, difamar|VuI|||||
18528|sostener, deber|VuT|||||
18529|crecer, levantarse|VuT|||||
18530|cortar (diente)|VuT|||||
18531|rescatar de, prestar ayuda|VuT|||||
18532|construir (un nido), colgar fuera|VuI|||||
18533|lavar|VuT|||||
18534|oler, apestar, oler, apestar, parecer sospechoso|VuI|||||
18535|ver la situación|VuT|||||
18536|ejecutar, hacer, llevar a cabo|VuT|||||
18537|gustar, saborear, paladear, degustar|VuT|||||
18538|ir en contra, oponerse, desobedecer, desafiar|VuI|||||
18539|dialogar, discutir, conversar|VuT|||||
18540|desear, querer, pedir|VuT|||||
18541|rogar, esperar, implorar|VuT|||||
18542|tener algo bueno por uno mismo|VuT|||||
18543|pagar|VuT|||||
18544|sentar bien, ir bien, compatibilizar|VuI|||||
18545|disgustar|VuT|||||
18546|cubrir, esconder, ocultar, envolver, disimular|VuI|||||
18547|titubear, vacilar, dudar|VuI|||||
18548|pronosticar, predecir|VuT|||||
18549|reñirse, disputarse, estar en desacuerdo, competir|VuI|||||
18550|cargar, llevar en la espalda u hombro|VuT|||||
18551|compensar, cubrir, complementar|VuT|||||
18552|ir en direcciones encontradas y pasarse de largo, estar en conflicto|VuI|||||
18553|estar preparado, estar en orden, puesto en orden, estar listo|VuI|||||
18554|unirse, reunirse, completarse|VuI|||||
18555|gatear, arratrarse, reptar|VuI|||||
18556|conocer por casualidad, encontrarse con, encontrar por casualidad, tener una cita|VuI|||||
18557|mantener, levantar, alimentar, poseer (animales)|VuT|||||
18558|comer|VuT|||||
18559|vivir, ganarse la vida, sobrevivir|VuT|||||
18560|morder, picar (insectos)|VuT|||||
18561|fastidiar, atormentar, reírse o hacer burla de, no tomar en serio, mofarse de|VuT|||||
18562|meterse en, desgastar, consumir|VuT|||||
18563|derrotar a un superior, amenazar una posición|VuT|||||
18564|consumir tiempo o recursos|VuT|||||
18565|recibir algo (de un evento desfavorable), comer|VuT|||||
18566|callejear, errar, vagar, deambular, vagabundear, merodear, vagar, errar|VuI|||||
18567|arrebatar, desposeer|VuT|||||
18568|pelear, intercambiar puñetazos, reunir|VuT|||||
18569|arreglar una reunión|VuT|||||
18570|tratar, manejar|VuT|||||
18571|hacer lo mismo que, seguir el ejemplo de, seguir, cumplir, respetar, cumplir con las reglas, obedecer las reglas, seguir las reglas|VuI|||||
18572|jurar, prometer|VuT|||||
18573|coser|VuT|||||
18574|abrirse paso (e.g. a través de una multitud)|VuT|||||
18575|estropear, echar a perder, dañar, perder|VuT|||||
18576|estar proporcionado, encajar bien|VuI|||||
18577|levantar, mantener, cultivar|VuT|||||
18578|ir a lo largo de, ir a la par con|VuI|||||
18579|acoplarse, ajustarse, satisfacer|VuI|||||
18580|añorar, echar de menos, adorar, amar de verdad|VuT|||||
18581|andar con alguien (como novios)|VuI|||||
18582|reparar, remendar, parchar|VuT|||||
18583|tratar, manejar|VuT|||||
18584|recompensa, reembolsar|VuI|||||
18585|tener aspectos en común, asemejarse|VuI|||||
18586|reunirse, encontrarse|VuI|||||
18587|acompañar, acarrear, traer consigo|VuI|||||
18588|conocerse|VuI|||||
18589|pelar los dientes, gruñir, resistirse|VuI|||||
18590|estar desconcertado, estar perplejo|VuI|||||
18591|colindar, lindar|VuI|||||
18592|flotar, andar en el aire|VuI|||||
18593|reunirse, encontrarse|VuI|||||
18594|imitar, seguir, emular|VuI|||||
18595|vestirse, servir, fingir, presumir, pretender|VuT|||||
18596|emular, competir con|VuI|||||
18597|exaltar, exaltarse, emocionarse|VuT|||||
18598|postrarse, comportarse, deleitar|VuT|||||
18599|tocarse, rozarse, conectarse, compartir|VuI|||||
18600|encerrar|VuT|||||
18601|hablar, decir, recitar, prometer, conspirar con|VuT|||||
18602|encargarse, hacerse cargo, asumir la responsabilidad|VuT|||||
18603|maldecir|VuT|||||
18604|llevar a cuestas, cargar, portar, llevar a hombros, llevar a cuestas, acarrear, cargar con, portear|VuT|||||
18605|prosperar, florecer, animarse|VuI|||||
18606|perder de vista|VuT|||||
18607|pasar por alto|VuT|||||
18608|preparar, arreglar, cubrir, manejar|VuT|||||
18609|seguir el ejemplo de alguien, imitar, aprender de alguien|VuT|||||
18610|bailar, danzar, volar|VuI|||||
18611|lavar, dragar, dragar|VuT|||||
18612|emborracharse|VuI|||||
18613|caer enfermo, preocupar, angustiar, agobiar|VuI|||||
18614|respetar, admirar, adorar|VuT|||||
18615|humedecerse, lubricarse, refrescar, dar prosperidad|VuI|||||
18616|continuar, seguir|VuI|||||
18617|desmayarse, desvanecerse, desfallecer, perder el sentido, perder el conocimiento, desanimarse|VuI|||||
18618|pelear contra, oponerse, enfrentarse|VuI|||||
18619|preguntar, cuestionar|VusT|||||
18620|acusar(de un crimen), culpar|VusT|||||
18621|rogar, suplicar, implorar|VusT|||||
18622|estar (objetos animados), existir|VruiI|||||
18623|(después de la forma -te del verbo) indica la continuación de una acción o estado (estar -iendo, haber estado -ando, etc)|VruiI|||||
18624|ver, mirar, observar|VruiT|||||
18625|examinar|VruiT|||||
18626|(como verbo auxiliar) intentar, observar atentamente, vigilar, mirar con interés, mirar con atención, ver (películas, flores, etc)|VruiT|||||
18627|ir, venir, visitar|VruiI|||||
18628|ser derrotado, colapsar, morir|VruiI|||||
18629|ser anunciado, estar desconcertado|VruiI|||||
18630|estar locamente enamorado|VruiI|||||
18631|visitar (recinto, tumba)|VruiI|||||
18632|comer|VruiT|||||
18633|parar, detener, parar, detener (algo), cesar, renunciar, ponerle fin a|VruiT|||||
18634|dar, dar al hablante|VruiT|||||
18635|elevar, levantar|VruiT|||||
18636|atarse (cabello)|VruiT|||||
18637|volar (cometas), lanzar (fuegos artificiales), subir a la superficie (ej. submarino)|VruiT|||||
18638|botar (un barco)|VruiT|||||
18639|mostrar a alguien (en una habitación)|VruiT|||||
18640|enviar a alguien|VruiT|||||
18641|matricularse|VruiT|||||
18642|subir (precio, calidad, estatus, voz)|VruiT|||||
18643|hacer (un sonido agudo)|VruiT|||||
18644|ganar (algo desagradable)|VruiT|||||
18645|alabar|VruiT|||||
18646|dar (ejemplo), citar|VruiT|||||
18647|convocar (toda la energía de uno)|VruiT|||||
18648|elevar, levantar|VruiT|||||
18649|atarse (cabello)|VruiT|||||
18650|volar (cometas), lanzar (fuegos artificales), subir a la superficie (ej. submarino)|VruiT|||||
18651|desembarcar|VruiT|||||
18652|mostrar a alguien (en una habitación)|VruiT|||||
18653|enviar a alguien|VruiT|||||
18654|matricular|VruiT|||||
18655|subir (precio, calidad, estatus, voz)|VruiT|||||
18656|hacer (un sonido agudo)|VruiT|||||
18657|ganar (algo desagradable)|VruiT|||||
18658|alabar|VruiT|||||
18659|dar (ejemplo, citar|VruiT|||||
18660|convocar (toda la energía de uno)|VruiT|||||
18661|levantarse|VruiI|||||
18662|despertar|VruiI|||||
18663|suceder, tener lugar|VruiI|||||
18664|inflarse, hincharse, abotargarse, hincharse|VruiI|||||
18665|saber, pensar, conocer|VruiT|||||
18666|buscar, pedir, demandar, querer, desear, desear (intransitivo), ir en busca de, buscar (placer, trabajo)|VruiT|||||
18667|vestir, ponerse, llevar puesto (ropa en el torso)|VruiT|||||
18668|cargar (con la culpa,etc.)|VruiT|||||
18669|caerse, esparcirse|VruiI|||||
18670|aparecer|VruiI|||||
18671|dejar, salir|VruiI|||||
18672|(teléfono o puerta)/, contestar (teléfono o puerta)|VruiI|||||
18673|acostarse, dormir|VruiI|||||
18674|hacer flotar, poner a flotar, poner a flote, manejar (un bote)|VruiI|||||
18675|cerrar|VruiT|||||
18676|calentar, caldear|VruiT|||||
18677|botar, tirar, descartar, abandonar, resignar, romper (con alguien)|VruiT|||||
18678|nacer|VruiI|||||
18679|olvidar|VruiT|||||
18680|cansar, cansarse de|VruiI|||||
18681|meter, dejar entrar, admitir, introducir, encarcelar, acomodar, emplear, escuchar a, tolerar, comprender, poner (joyas), emplear, pagar (interés), depositar (votos), meter|VruiT|||||
18682|dejar a alguien en (cuarto etc)|VruiT|||||
18683|partir, salir (e.g. afuera, de excursión), ponerse en marcha|VruiI|||||
18684|abrir, amanecer, hacerse de día, abrir espacio para, vaciar|VruiT|||||
18685|adherir, pegar, añadir, aplicar, untar, poner, fijar, ponerse, llevar puesto, encender, activar, poner en marcha, llegar, vestir, ponerse, ligar, sujetar, unir, agregar, pegar, coser, adherir|VruiT|||||
18686|amueblar|VruiT|||||
18687|llevar puesto, poner|VruiT|||||
18688|mantener un diario, hacer una entrada|VruiT|||||
18689|ajustar (precio)|VruiT|||||
18690|traer a lo largo|VruiT|||||
18691|colocar (bajo guardia o un doctor)|VruiT|||||
18692|seguir|VruiT|||||
18693|cargar, dar (coraje a)|VruiT|||||
18694|mantenerse alerta|VruiT|||||
18695|establecer|VruiT|||||
18696|encender, iluminar, prender|VruiT|||||
18697|verse, estar a la vista|VruiI|||||
18698|aparecer|VruiI|||||
18699|venir|VruiI|||||
18700|recordar, recolectar, memorizar|VruiT|||||
18701|sentir|VruiT|||||
18702|apagarse, desvanecer, desaparecer|VruiI|||||
18703|plantar, cultivar|VruiT|||||
18704|transportar, reportar, transmitir, comunicar, decir, impartir, propagar, enseñar, legar|VruiT|||||
18705|equivocar, errar, cometer un error|VruiI|||||
18706|confundir|VruiI|||||
18707|caer, derrumbar|VruiI|||||
18708|reprobar (examen)|VruiI|||||
18709|chocar, estrellar, degenerar, degradar|VruiI|||||
18710|desvanecer (una mancha)|VruiI|||||
18711|caer, derrumbar|VruiI|||||
18712|reprobar (examen)|VruiI|||||
18713|estrellar, degenerar, degradar|VruiI|||||
18714|palidecer, desvanecer, quitar (una mancha)|VruiI|||||
18715|caer, derrumbar|VruiI|||||
18716|reprobar (examen)|VruiI|||||
18717|chocar, estrellar, degenerar, degradar|VruiI|||||
18718|tomar prestado, rentar, alquilar, comprar a crédito|VruiT|||||
18719|colgar, elevar, izar|VruiT|||||
18720|sentarse|VruiT|||||
18721|empezar a (pero no completamente)|VruiT|||||
18722|tomar o gastar (tiempo, dinero)|VruiT|||||
18723|telefonear|VruiT|||||
18724|multiplicar|VruiT|||||
18725|asegurar (ej. con llave)|VruiT|||||
18726|ponerse, llevar puesto (ej. lentes etc)|VruiT|||||
18727|cubrir|VruiT|||||
18728|cargar con alguien|VruiT|||||
18729|aplicar (seguro)|VruiT|||||
18730|prender (una máquina, etc), ajustar (botón, despertador, etc)|VruiT|||||
18731|poner un efecto (hechizo, anestesia, etc), colgar, construir, sentar, ofrecer (premio), poner (la vida de uno en peligro)|VruiT|||||
18732|preguntar, averiguar|VruiT|||||
18733|mostrar|VruiT|||||
18734|escapar, huir|VruiI|||||
18735|depositar, entregar|VruiT|||||
18736|romperse, romper|VruiI|||||
18737|empezar, comenzar|VruiT|||||
18738|investigar, averiguar|VruiT|||||
18739|bañarse, gozar en el sol, ducharse|VruiT|||||
18740|responder, contestar|VruiT|||||
18741|creer, confiar, tener fe|VruiT|||||
18742|pensar, considerar|VruiT|||||
18743|apresurarse, angustiarse, impacientarse|VruiI|||||
18744|recolectar, ensamblar|VruiT|||||
18745|ajetrearse, trajinar, ponerse nervioso, alterarse, perder la calma, perder la serenidad, azorarse, turbarse, perder los papeles, dejarse llevar por la precipitación, actuar rápida e irreflexivamente, actuar de modo atolondrado|VruiI|||||
18746|estar libre (en posición) para hacer algo, estar al corriente de la tarea|VruiI|||||
18747|estar listo, completado|VruiI|||||
18748|estar hecho, estar construído|VruiI|||||
18749|ser bueno en algo, tener permiso (de hacer)|VruiI|||||
18750|volverse íntimo, asociarse (con alguien)|VruiI|||||
18751|crecer, ser criado|VruiI|||||
18752|poder, ser capaz|VruiI|||||
18753|estar listo, completarse|VruiI|||||
18754|hacerse, construirse|VruiI|||||
18755|ser bueno en, permitirse (hacer)|VruiI|||||
18756|intimar, empezar (con alguien)|VruiI|||||
18757|crecer|VruiI|||||
18758|estar afuera de, no tener mas en mano|VruiI|||||
18759|coger, obtener, ganar, hacerse con, tomar|VruiT|||||
18760|ser posible|VruiT|||||
18761|aumentar, multiplicar|VruiI|||||
18762|envejecer|VruiI|||||
18763|hacerse tarde, avanzar (tiempo), pasar (tiempo)|VruiI|||||
18764|llegarle a uno, tocarle a uno|VruiT|||||
18765|temblar, vibrar, fluctuar, oscilar|VruiI|||||
18766|voltear, poner bocabajo, bajar, tirarse|VruiI|||||
18767|estar soleado, despejarse, parar de llover|VruiI|||||
18768|desconectarse, apagarse|VruiI|||||
18769|pasar, transcurrir|VruiI|||||
18770|emprender, empezar a hacer, hacerse cargo, ser responsable por, garantizar, contraer (deceso), emprender, empezar a hacer, hacerse cargo de, ser responsable por, garantizar, contraer (deceso)|VruiT|||||
18771|bajar|VruiT|||||
18772|ensanchar, propagar|VruiT|||||
18773|estornudar|VruiI|||||
18774|desenredar, desatar|VruiI|||||
18775|enamorarse, estar enamorado, estar encantado con|VruiT|||||
18776|fenecer, morir, acabarse, extinguirse, caer, desplomarse, desmoronarse, extinguirse|VruiI|||||
18777|ordenar, divulgar, soplar, delatar|VruiT|||||
18778|burlarse, atormentar, perseguir, castigar|VruiT|||||
18779|vivir, existir|VruiI|||||
18780|amonestar, advertir, regañar, reprobar, reprobar, reprender, amonestar, leer la cartilla, sermonear, echar la bronca, echar la cantada, afear la conducta de alguien|VruiT|||||
18781|hacer (té, café, etc.), preparar (té, café, etc.)|VruiT|||||
18782|disparar|VruiT|||||
18783|tirar, arrojar, echar, acuñar, idear|VruiT|||||
18784|cambiar, variar, alterar, convertir, revisar, enmendar|VruiT|||||
18785|intercambiar, sustituir, reemplazar|VruiT|||||
18786|cargar, arrastrar, llevar a cuestas|VruiT|||||
18787|alzar, elevar, montar, anunciar|VruiT|||||
18788|ser deficiente|VruiI|||||
18789|correr (carreras de caballos), galopar, ir a medio galope, correr, galopar, avanzar|VruiI|||||
18790|apostar, arriesgar, jugar (juegos de azar)|VruiT|||||
18791|suspender algo entre dos puntos (ej. un puente), poner algo sobre (las patas sobre la mesa)|VruiT|||||
18792|ocultarse, esconderse, desaparecer|VruiI|||||
18793|establecer, posar, ponerse en guardia, darle bola a|VruiT|||||
18794|sentir, experimentar, darse cuenta|VruiT|||||
18795|marchitarse, envejecer|VruiI|||||
18796|apilar, amontonar, adicionar, repetir|VruiT|||||
18797|endurecer, congelar, fortificar|VruiT|||||
18798|ordenar, poner en orden, guardar|VruiT|||||
18799|arreglar (problema), aclarar (disputa)|VruiT|||||
18800|terminar, llevar algo hasta el fin|VruiT|||||
18801|casar (ej. una hija)|VruiT|||||
18802|matar a alguien|VruiT|||||
18803|contar, enumerar|VruiT|||||
18804|cambiarse la ropa|VruiT|||||
18805|escucharse, oírse|VruiI|||||
18806|decirse para ser, tener reputación de|VruiI|||||
18807|decidir|VruiT|||||
18808|prohibir|VruiT|||||
18809|estar afilado|VruiI|||||
18810|romperse, gastarse|VruiI|||||
18811|dañarse|VruiI|||||
18812|estallar, colapsarse|VruiI|||||
18813|desconectarse, estar fuera de, expirar|VruiI|||||
18814|ser astuto, tener una mente aguda|VruiI|||||
18815|derramarse, regarse, infiltrarse|VruiI|||||
18816|cruzar, pasar por alto|VruiI|||||
18817|exceder, sobrepasar|VruiI|||||
18818|quemarse, chamuscarse|VruiI|||||
18819|sentarse|VruiI|||||
18820|comparar, calibrar, competir, rivalizar, desafiarse, comparar|VruiT|||||
18821|calibrar|VruiT|||||
18822|atormentar, acosar, infligir dolor|VruiT|||||
18823|tramar, planear, atentar|VruiT|||||
18824|añadir, sumar, incluir, aumentar, incrementar, infligir|VruiT|||||
18825|colapsar|VruiI|||||
18826|doblar, torcer, ladear|VruiT|||||
18827|mezclarse, combinarse con, mezclar|VruiT|||||
18828|mezclar, revolver, remover, batir|VruiT|||||
18829|reconocer, apreciar|VruiT|||||
18830|observar, darse cuenta|VruiT|||||
18831|admitir, aprobar, autorizar|VruiT|||||
18832|ganar, producir|VruiT|||||
18833|gotear, escaparse, salirse, haber una fuga, haber un escape, perder líquido, filtrarse, regarse, infiltrarse, fugarse|VruiI|||||
18834|ser querido, ser popular|VruiI|||||
18835|recoger (personas)|VruiT|||||
18836|ver, mirar fijamente en, contemplar|VruiT|||||
18837|fluir, afluir, correr(tinta), quitar (grasa, manchas)|VruiI|||||
18838|tirar, arrojar|VruiT|||||
18839|enfrentar la derrota, rendirse|VruiT|||||
18840|confortar, consolar, entretener, divertir|VruiT|||||
18841|lamer, lengüetear, subestimar, probar|VruiT|||||
18842|alinear|VruiT|||||
18843|acostumbrarse|VruiI|||||
18844|refinar, forjar, fraguar, moldear, amasar, hernir, alterar, encerar|VruiT|||||
18845|hervir, cocer|VruiT|||||
18846|subir a bordo(algo), dejar participar, imponer, registrar, mencionar, cargar(equipaje), publicar, poner encima|VruiT|||||
18847|mojarse|VruiI|||||
18848|llegar tarde, llegar tarde, retrasarse|VruiI|||||
18849|romper, doblarse, entregar, doblar (una esquina)|VruiI|||||
18850|bajarse de un vehículo, salir, apearse, descender (ej. montaña)|VruiI|||||
18851|enseñar, informar, instruir|VruiT|||||
18852|temer, tener miedo, haber riesgo de, existir peligro de, temer, tener miedo de, temer, tener miedo, haber riesgo de, existir peligro de, temer, tener miedo (de o a)|VruiT|||||
18853|decidir, establecer, determinar|VruiT|||||
18854|colgar(algo), bajar(algo), calzar, descartar, conceder|VruiT|||||
18855|rajarse, partirse, reventarse, romperse|VruiI|||||
18856|estorbar, impedir, obstruir|VruiT|||||
18857|sostener, apoyar, sujetar, contener|VruiT|||||
18858|criar, educar|VruiT|||||
18859|pasar, ir más allá, transcurrir, rebasar|VruiI|||||
18860|sobresalir, ser superior, superar, prevalecer, predominar, aventajar|VruiI|||||
18861|almacenar, disponer en stock|VruiT|||||
18862|amontonar, acumular|VruiT|||||
18863|colapsar, averiarse, descomponerse, declararse en quiebra, caer, dejar caer, morir, sucumbir a, caer sin sentido, arruinarse, tener una mala deuda|VruiI|||||
18864|bastar, ser suficiente|VruiI|||||
18865|salvar, socorrer, auxiliar, prestar auxilio, asistir, apoyar, ayudar, atender, ayudar, auxiliar, salvar, rescatar, promover, salvar, socorrer, auxiliar, prestar auxilio, asistir, apoyar, ayudar, atender|VruiT|||||
18866|construir, edificar|VruiT|||||
18867|derretirse, disolverse, solucionarse, desatarse|VruiI|||||
18868|sacarse de, extraerse (fotos también), obtenerse, trasladarse, mudarse, interpretarse|VruiI|||||
18869|intercambiar, reemplazar|VruiT|||||
18870|embutir, retacar, atascar|VruiT|||||
18871|servir, estar empleado, esforzarse por, tratar de, procurar, intentar denodadamente que|VruiT|||||
18872|fortalecer, enfatizar|VruiT|||||
18873|continuar, proseguir, conservar, mantener (algo)|VruiI|||||
18874|divergir de, escupir, levantar con la horca, dispensar, dispersar, dividir en|VruiI|||||
18875|dividir, separar|VruiT|||||
18876|rasgarse, desgarrarse, romperse, perder|VruiI|||||
18877|estar celoso, tener envidia, quemar, estar celoso, tener envidia|VruiI|||||
18878|parar, detener (algo), cesar, renunciar, ponerle fin a|VruiT|||||
18879|ser tímido|VruiI|||||
18880|responder, contestar|VruiI|||||
18881|secarse, desecarse, resecarse, ajarse, perder vigor y energías, hacerse viejo, debilitarse, decaer|VruiI|||||
18882|fertilizar, engordar, refinarse|VruiI|||||
18883|comparar con la vista|VruiT|||||
18884|mantener en la boca|VruiT|||||
18885|perder, ser derrotado|VruiT|||||
18886|crear, establecer, fundar|VruiT|||||
18887|descuidar, holgazanear, haraganear, desatender, descuidar, escaquearse|VruiI|||||
18888|parecerse, ser semejante, ser similar|VruiI|||||
18889|llevar algo colgado|VruiT|||||
18890|evadir, evitar, rehuir, esquivar, evadir, quitar, remover, retirar|VruiT|||||
18891|humedecerse|VruiI|||||
18892|hacer recto, corregir, curar, falsificar|VruiT|||||
18893|guardar (ej. en el banco)|VruiT|||||
18894|parar(algo), erigir (algo)|VruiT|||||
18895|hacer (ruido, sonido)|VruiT|||||
18896|poner (diente, garra, objeto puntiagudo)|VruiT|||||
18897|preparar (un plan), decidir (objetivo, calendario)|VruiT|||||
18898|derretirse, fundirse, disolverse|VruiI|||||
18899|desempeñar, ejercer, hacerse cargo de, trabajar, servir, estar empleado|VruiT|||||
18900|dividirse, separar, despedirse|VruiI|||||
18901|ser derrotado, ser un fracasado|VruiI|||||
18902|dejar de, renunciar a, dimitir, cesar en un puesto o actividad, abandonar, retirar|VruiT|||||
18903|doler, sentir dolor, sufrir, padecer|VruiI|||||
18904|examinar (medicina)|VruiT|||||
18905|cuidar, tener cuidado|VruiT|||||
18906|depositar, encargar, encomendar|VruiT|||||
18907|tornarse oscuro, finalizar, venir al final, cerrar, abandonar, oscurecerse, terminarse, llegar al final , cerrar , acabarse, agotarse|VruiI|||||
18908|aparecer disfrazado, tomar la forma de|VruiI|||||
18909|cambiar a peor, empeorar, corromper|VruiI|||||
18910|despertar|VruiI|||||
18911|desprenderse, escabullirse, escaparse|VruiI|||||
18912|estar medio dormido, desvariar|VruiI|||||
18913|levantar, alzar, impulsar|VruiT|||||
18914|hundir, sumergir, zozobrar|VruiT|||||
18915|demacrarse|VruiI|||||
18916|actuar violentamente, rabiar, forcejear, estar descontrolado|VruiI|||||
18917|dar alojamiento|VruiT|||||
18918|pasar, atravesar, seguirse de largo|VruiI|||||
18919|escapar, librarse de, escaparse de, conseguir escapar de, eludir, salvarse, escabullirse|VruiI|||||
18920|colgar, suspender|VruiT|||||
18921|ladrar, gruñir, aullar|VruiI|||||
18922|atar, sujetar|VruiT|||||
18923|notificar, aconsejar|VruiT|||||
18924|decir a alguien (lenguaje humilde)|VruiT|||||
18925|averiguar, comprobar, asegurarse|VruiT|||||
18926|ensuciar|VruiI|||||
18927|romperse, fracturarse, rajarse, partirse, quebrarse, romperse|VruiI|||||
18928|dar, ofrecer|VruiT|||||
18929|enviar, llevar y entregar, notificar|VruiT|||||
18930|visitar|VruiT|||||
18931|enfriarse, congelarse|VruiI|||||
18932|guiar, acompañar|VruiT|||||
18933|capturar, arrestar, detener|VruiT|||||
18934|hacer transferencia (de trenes), transbordar (autobús, tren)|VruiT|||||
18935|sacudir|VruiI|||||
18936|admirar, mirar hacia arriba|VruiI|||||
18937|crecer, levantarse, cortar (diente)|VruiI|||||
18938|producirse, ocasionarse, presentarse, brotar|VruiT|||||
18939|quedarse viendo, mirar fijamente en|VruiT|||||
18940|levantar, alzar, elevar|VruiT|||||
18941|venderse|VruiI|||||
18942|ser bien conocido, ser popular, ser famoso|VruiI|||||
18943|usar, hacer uso de|VruiT|||||
18944|extenderse, propagarse, desdoblarse, abrirse, desenrollarse|VruiT|||||
18945|girar hacia, dirigirse|VruiT|||||
18946|recoger, descalificar, confiscar, privar, aceptar, adoptar, escuchar a|VruiT|||||
18947|finalizar|VruiT|||||
18948|adelantar(algo), promover, acelerar|VruiT|||||
18949|armar, construir, ensamblar|VruiT|||||
18950|guiar|VruiI|||||
18951|asignar|VruiT|||||
18952|nombrar, mandar, ordenar|VruiT|||||
18953|preparar, tener listo, proveer, equipar, proveerse|VruiT|||||
18954|aparecer, surgir, volverse visible, salir, encarnar, asomar, materializar|VruiI|||||
18955|expresarse, aparecer, hacerse visible, quedar al descubierto, encarnar, materializarse, expresarse|VruiI|||||
18956|aparecer, surgir, volverse visible, salir, encarnar, asomar, materializar|VruiI|||||
18957|expresarse, ser sabido, ser conocido, ser público o notorio|VruiI|||||
18958|alocarse, descontrolarse, devastarse, agitarse|VruiI|||||
18959|acabar, terminar, completar, bastar|VruiT|||||
18960|expresar, mencionar, decir|VruiT|||||
18961|desarrollarse, progresar, extenderse, crecer, alargarse|VruiI|||||
18962|temblar, estremecerse, agitar, sacudir|VruiI|||||
18963|condenar, culpar, criticar|VruiT|||||
18964|comprender, componer (de), estimar, mantener, ocupar|VruiT|||||
18965|confiar a otro, confiar a otro, dejar a|VruiT|||||
18966|hacer algo cuando uno tenga tiempo|VruiT|||||
18967|quemar, prender fuego|VruiI|||||
18968|cerrar (libros, ojos, reunión, etc)|VruiT|||||
